Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
halo-ring-cushion-with-side-diamonds,,,,,,,,,yellow-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_fc36b3c8-fb0b-4852-8076-7b8245ea685d.png?v=1760007954,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_31ce7095-49fc-4a94-8e9c-a38a3c36d77c.png?v=1760007955,g,,,
halo-ring-cushion-with-side-diamonds,,,,,,,,,white,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_2d0b9ad1-8759-4726-8972-ef22127d1a49.png?v=1760007956,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_a89b8138-85f2-4f6e-a4ab-7250347acc3e.png?v=1760007955,g,,,
halo-ring-cushion-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_31ce7095-49fc-4a94-8e9c-a38a3c36d77c.png?v=1760007955,4,"",,,,,,,,,,,,,,,,
halo-ring-cushion-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_d3e02de0-f298-439c-910f-4adac0f97d9d.png?v=1760007955,5,"",,,,,,,,,,,,,,,,
halo-ring-cushion-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_a89b8138-85f2-4f6e-a4ab-7250347acc3e.png?v=1760007955,6,"",,,,,,,,,,,,,,,,
halo-ring-emerald-with-side-diamonds,18K Gold Emerald Lab-Grown Diamond Halo Engagement Ring with Side Diamonds,"Sophisticated. Regal. Unmistakably bold. This halo engagement ring showcases an elegant emerald-cut lab-grown diamond, framed by side accent stones and a micro-pavé halo that enhances its geometric brilliance. Handcrafted in solid 14K gold, it blends architectural precision with timeless romance. Details Center Stone: Emerald-Cut Lab-Grown Diamond Halo: Micro-pavé Side Diamonds (Conflict-Free) Metal: 14K Solid Gold (Available in White, Yellow, or Rose) Setting Style: Emerald Halo with Side Accents Band Width: 1.9 mm Finish: Polished Origin: Ethically sourced and sustainably created Why You’ll Love It The step-cut emerald design radiates clarity and elegance Ethically grown diamonds, identical in beauty to mined stones Custom ring sizes and gold colors available Perfect for engagements, anniversaries, or milestone celebrations Where contemporary brilliance meets ethical craftsmanship.",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Halo Ring,"collection:halo, Emerald, Engagement Ring, Halo + Side Diamonds, Lab-Grown Diamond, Rose Gold, shape:emerald, Side Diamonds, White Gold, Yellow Gold",true,Title,Default Title,,,,,,,,,0.0,,deny,manual,1950.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_4bb88be1-fb07-4dbc-85f7-3d9504b34429.png?v=1760008094,1,"",false,,,,whte-gold; yellow-gold; rose-gold,yellow-gold; rose-gold; white-gold,,,,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,,,g,,,active
halo-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_4e8f4feb-a546-4e3a-8a11-0fc37d7b6c00.png?v=1760008094,2,"",,,,,,,,,,,,,,,,
halo-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_657309e8-fcca-4310-a516-d068cd2a0409.png?v=1760008096,3,"",,,,,,,,,,,,,,,,
halo-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_cb5ed024-a564-4726-8118-9c2612a855ca.png?v=1760008094,4,"",,,,,,,,,,,,,,,,
halo-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_6a334201-79d5-40e7-a11a-db1daccf70e8.png?v=1760008094,5,"",,,,,,,,,,,,,,,,
halo-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_750a7740-0887-4ff7-b566-46f6a6c16e6d.png?v=1760008094,6,"",,,,,,,,,,,,,,,,
solitaire-ring-emerald-with-side-diamonds,18K Gold Emerald-Cut Lab-Grown Diamond Solitaire Engagement Ring with Side Diamonds,"A bold reinterpretation of timeless sophistication.This emerald-cut solitaire engagement ring showcases a breathtaking lab-grown D–VS2 center diamond, complemented by delicate side stones that enhance its sleek geometry and mirror-like brilliance. Expertly handcrafted in 18K gold, the ring balances classic refinement with a clean, modern silhouette—an enduring statement of love and artistry. Every piece is ethically sourced, precision-crafted, and includes a lifetime craftsmanship guarantee. Features Center Stone: IGI-certified lab-grown emerald-cut diamond (D–VS2) Side Stones: 0.25 ct total weight lab-grown diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Solitaire with accent side diamonds Band Style: Tapered micro-pavé band for balanced elegance Warranty: Lifetime craftsmanship guarantee",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Solitaire Ring,"18K Gold, Emerald, Engagement Ring, Lab-Grown Diamond, Rose Gold, shape:emerald, Side Diamonds, Solitaire, Solitaire + Side Diamonds, White Gold, Yellow Gold",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_672de5e8-1333-4dca-87bf-1b9fd8089ef7.png?v=1760008492,1,"",false,,,,yellow-gold; whte-gold; rose-gold,yellow-gold; rose-gold; white-gold,fine-jewelry,,solitaire,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_b096946b-1a26-461b-a829-d4a62afe4229.png?v=1760008492,g,,,active
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,whte-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_b404a8e4-4f24-49d7-af31-9b5c48477c5e.png?v=1760008492,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image8.png?v=1760008492,g,,,
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,rose-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_979c539b-6eff-40f2-973e-4a13668609fb.png?v=1760008492,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_b404a8e4-4f24-49d7-af31-9b5c48477c5e.png?v=1760008492,g,,,
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_b096946b-1a26-461b-a829-d4a62afe4229.png?v=1760008492,4,"",,,,,,,,,,,,,,,,
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_9ae17e39-2c97-4d8a-a0ca-7721b3660c5b.png?v=1760008492,5,"",,,,,,,,,,,,,,,,
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_754f625c-5c11-4a78-8729-054a899ccbf1.png?v=1760008492,6,"",,,,,,,,,,,,,,,,
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image7.png?v=1760008492,7,"",,,,,,,,,,,,,,,,
solitaire-ring-emerald-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image8.png?v=1760008492,8,"",,,,,,,,,,,,,,,,
solitaire-ring-princess-side-diamonds-unspecified,18K Gold Princess-Cut Lab-Grown Diamond Solitaire Engagement Ring with Side Diamonds,"A modern classic with royal allure.This princess-cut solitaire engagement ring features a lab-grown D–VS2 diamond whose sharp brilliance is enhanced by a pair of elegant side stones that catch light from every angle. Handcrafted in 18K gold, its clean lines and balanced proportions create a bold yet feminine statement — the perfect symbol of refined love and confidence. Every ring is ethically sourced, crafted to perfection, and comes with a lifetime craftsmanship guarantee. Features Center Stone: IGI-certified lab-grown princess-cut diamond (D–VS2) Side Stones: 0.25 ct total weight lab-grown diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Solitaire with side accent diamonds Band Style: Tapered band with secure prongs Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Striking symmetry and sparkle from the princess-cut design Ethical, lab-grown diamonds with exceptional clarity Handcrafted in premium 18K gold finishes Perfect balance of brilliance and timeless sophistication",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Solitaire Ring,"18K Gold, Engagement Ring, Lab-Grown Diamond, Princess, Rose Gold, shape:princess, Side Diamonds, Solitaire, Solitaire + Side Diamonds, White Gold, Yellow Gold",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_d5eb3cce-4e25-4bbf-9bd9-dc996feee4c1.png?v=1760256561,1,"",false,,,,yellow-gold; white; rose-gold,yellow-gold; rose-gold; white-gold,fine-jewelry,,solitaire,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_d7ecc420-c45d-402d-8d0d-7ccff4119ac5.png?v=1760256561,g,,,active
solitaire-ring-princess-side-diamonds-unspecified,,,,,,,,,white,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_7153f09a-81ac-40d5-84d8-4ebd4057c160.png?v=1760256561,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_7b0b8188-624c-4358-be2d-77abf41eecc4.png?v=1760256561,g,,,
solitaire-ring-princess-side-diamonds-unspecified,,,,,,,,,rose-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_6f5c7e8a-441a-4e48-b2b9-3ad070f9795a.png?v=1760256561,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_d5eb3cce-4e25-4bbf-9bd9-dc996feee4c1.png?v=1760256561,g,,,
solitaire-ring-princess-side-diamonds-unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_d7ecc420-c45d-402d-8d0d-7ccff4119ac5.png?v=1760256561,4,"",,,,,,,,,,,,,,,,
solitaire-ring-princess-side-diamonds-unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_7b0b8188-624c-4358-be2d-77abf41eecc4.png?v=1760256561,5,"",,,,,,,,,,,,,,,,
solitaire-ring-princess-side-diamonds-unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_06d1d55b-fcf8-414d-a5c1-55779044f6f7.png?v=1760256561,6,"",,,,,,,,,,,,,,,,
solitaire-ring-pear-side-diamonds-unspecified,18K Gold Pear-Cut Lab-Grown Diamond Solitaire Engagement Ring with Side Diamonds,"Graceful. Romantic. Uniquely yours. This pear-cut solitaire engagement ring showcases a luminous lab-grown D–VS2 diamond, its teardrop shape symbolizing everlasting love and emotion.Delicate side diamonds line the band, enhancing the sparkle while maintaining a refined, timeless profile. Expertly handcrafted in 18K gold, this piece blends fluid curves with modern precision — an elegant reflection of sophistication and beauty. Every ring is ethically grown, hand-finished, and backed by a lifetime craftsmanship guarantee. Features Center Stone: IGI-certified lab-grown pear-cut diamond (D–VS2) Side Stones: 0.25 ct total weight lab-grown diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Solitaire with pavé side diamonds Band Style: Tapered micro-pavé band for enhanced sparkle Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Elegant pear silhouette elongates and flatters the hand Lab-grown diamonds = responsible, sustainable luxury Crafted in three radiant 18K gold finishes A romantic blend of classic grace and modern craftsmanship",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Solitaire Ring,"18K Gold, Engagement Ring, Lab-Grown Diamond, Pear, Rose Gold, shape:pear, Side Diamonds, Solitaire, Solitaire + Side Diamonds, White Gold, Yellow Gold",true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_1fed7f35-32e3-40ec-95ba-d56abe620053.png?v=1760256873,1,"",false,,,,rose-gold; whte-gold; yellow-gold,yellow-gold; rose-gold; white-gold,fine-jewelry,,solitaire,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_1fed7f35-32e3-40ec-95ba-d56abe620053.png?v=1760256873,g,,,active
solitaire-ring-pear-side-diamonds-unspecified,,,,,,,,,whte-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_e0d9ec20-06e2-4dda-86d5-7cf60f5bcfbb.png?v=1760256872,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_1bf3a38c-25ec-4af4-8059-8ac12a77ddc2.png?v=1760256872,g,,,
solitaire-ring-pear-side-diamonds-unspecified,,,,,,,,,yellow-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_57abc42c-90fe-47ee-87ba-9683f8bebd59.png?v=1760256872,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_57abc42c-90fe-47ee-87ba-9683f8bebd59.png?v=1760256872,g,,,
solitaire-ring-pear-side-diamonds-unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_c2fe87f1-827c-490f-bd35-887c90bb5a1d.png?v=1760256873,4,"",,,,,,,,,,,,,,,,
solitaire-ring-pear-side-diamonds-unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_1bf3a38c-25ec-4af4-8059-8ac12a77ddc2.png?v=1760256872,5,"",,,,,,,,,,,,,,,,
solitaire-ring-pear-side-diamonds-unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_a80bde49-f6da-4ff5-9917-c0369a3fe494.png?v=1760256873,6,"",,,,,,,,,,,,,,,,
solitaire-ring-princess-with-side-diamonds,18K Gold Princess-Cut Lab-Grown Diamond Solitaire Engagement Ring with Side Diamonds,"A symbol of brilliance and balance. This princess-cut solitaire engagement ring features a lab-grown D–VS2 diamond, its sharp geometry reflecting light with breathtaking precision.Two side accent diamonds add depth and fire, framing the center stone in an elegant embrace. Meticulously handcrafted in 18K gold, this design blends timeless symmetry with modern refinement — perfect for those who value understated sophistication and ethical luxury. Every ring is ethically sourced, hand-finished, and comes with a lifetime craftsmanship guarantee. Features Center Stone: IGI-certified lab-grown princess-cut diamond (D–VS2) Side Stones: 0.25 ct total weight lab-grown diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Solitaire with pavé side diamonds Band Style: Sleek, comfort-fit design Warranty: Lifetime craftsmanship guarantee",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Solitaire Ring,"18K Gold, collection:solitaire, Engagement Ring, Lab-Grown Diamond, Princess, Rose Gold, shape:princess, Side Diamonds, Solitaire, Solitaire + Side Diamonds, White Gold, Yellow Gold",true,Color,yellow-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_29006de2-c4ea-47d1-81ef-524e2e6a95c2.png?v=1760257193,1,"",false,,,,yellow-gold; white; rose-gold,yellow-gold; rose-gold; white-gold,fine-jewelry,,solitaire,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_963ba441-0131-40ca-bea8-5ea86497e9f0.png?v=1760257193,g,,,active
solitaire-ring-princess-with-side-diamonds,,,,,,,,,white,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_88f860ed-c799-4b44-bd7c-26c162b8e084.png?v=1760257193,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_78b3d7ab-b6f3-4fb5-9a14-60bda3da20ac.png?v=1760257193,g,,,
solitaire-ring-princess-with-side-diamonds,,,,,,,,,rose-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_d474b2ff-e940-46cd-8af8-c1ce771e8b88.png?v=1760257193,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_29006de2-c4ea-47d1-81ef-524e2e6a95c2.png?v=1760257193,g,,,
solitaire-ring-princess-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_963ba441-0131-40ca-bea8-5ea86497e9f0.png?v=1760257193,4,"",,,,,,,,,,,,,,,,
solitaire-ring-princess-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_78b3d7ab-b6f3-4fb5-9a14-60bda3da20ac.png?v=1760257193,5,"",,,,,,,,,,,,,,,,
solitaire-ring-princess-with-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_8d4e9379-e3ea-42fc-8af7-e9cac1bda07e.png?v=1760257193,6,"",,,,,,,,,,,,,,,,
halo-ring-marquise-no-side-diamonds,18K Gold Marquise-Cut Lab-Grown Diamond Halo Engagement Ring,"Distinctive. Dazzling. Designed to captivate. This marquise-cut halo engagement ring showcases an elongated lab-grown D–VS2 diamond, encircled by a delicate halo of pavé-set stones that enhances its brilliance and elongates the finger. Expertly handcrafted in 18K gold, the marquise silhouette evokes timeless sophistication — blending vintage charm with modern artistry. Each ring is ethically sourced, precision-cut, and backed by a lifetime craftsmanship guarantee. Features Center Stone: IGI-certified lab-grown marquise diamond (D–VS2) Halo: Fine pavé halo around center diamond Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Halo with secure prongs Band Style: Sleek micro-pavé design Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Elegant marquise shape creates a slender, refined look Ethically grown, sustainably sourced diamonds Crafted in three radiant 18K gold tones A vintage-inspired design reimagined for modern elegance",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Halo Ring,"collection:halo, Engagement Ring, Halo, Lab-Grown Diamond, Marquise, No Side Diamonds, Rose Gold, shape:marquise, White Gold, Yellow Gold",true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_e2f3d266-780a-415a-87f3-d052e1edf20a.png?v=1760257629,1,"",false,,,,rose-gold; yellow-gold; whte-gold,yellow-gold; rose-gold; white-gold,fine-jewelry,,halo,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_282c48dc-f6c2-4e03-b523-bc4e316b38f1.png?v=1760257629,g,,,active
halo-ring-marquise-no-side-diamonds,,,,,,,,,yellow-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_46e2e798-cef4-4e5b-8738-e60cb2c64323.png?v=1760257628,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_46e2e798-cef4-4e5b-8738-e60cb2c64323.png?v=1760257628,g,,,
halo-ring-marquise-no-side-diamonds,,,,,,,,,whte-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_7925a86d-e725-42b2-95b7-caa65c2f386c.png?v=1760257628,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_29a98c71-ef4a-4500-afdd-fdb74ded5692.png?v=1760257628,g,,,
halo-ring-marquise-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_282c48dc-f6c2-4e03-b523-bc4e316b38f1.png?v=1760257629,4,"",,,,,,,,,,,,,,,,
halo-ring-marquise-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_29a98c71-ef4a-4500-afdd-fdb74ded5692.png?v=1760257628,5,"",,,,,,,,,,,,,,,,
halo-ring-marquise-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_28210ced-96a1-4299-983e-35576ab8c5e5.png?v=1760257628,6,"",,,,,,,,,,,,,,,,
halo-ring-round-no-side-diamonds,18K Gold Round-Cut Lab-Grown Diamond Halo Engagement Ring,"Timeless. Elegant. Radiant from every angle. This round-cut halo engagement ring features a brilliant lab-grown D–VS2 diamond surrounded by a halo of fine pavé-set stones, amplifying its light and symmetry.Without side diamonds, the focus remains on the pure, captivating beauty of the center stone. Expertly handcrafted in 18K gold, this design merges classic refinement with modern craftsmanship — a flawless symbol of eternal devotion. Each piece is ethically grown, IGI-certified, and accompanied by a lifetime craftsmanship guarantee. Features Center Stone: IGI-certified lab-grown round brilliant diamond (D–VS2) Halo: 0.25 ct pavé-set accent diamonds Metal: 18K Gold (available in White, Yellow, or Rose Gold) Setting: Classic halo design Band Style: Smooth, minimalist gold shank Warranty: Lifetime craftsmanship guarantee Why You’ll Love It Perfect balance of classic design and modern brilliance Ethically sourced, sustainably crafted Enhanced sparkle from the elegant halo design Available in three exquisite 18K gold finishes",Diamonds by CS,Apparel & Accessories > Jewelry > Rings,Halo Ring,"collection:halo, Engagement Ring, Halo, Lab-Grown Diamond, No Side Diamonds, Rose Gold, Round, shape:round, White Gold, Yellow Gold",true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_c1a77061-5a1d-49c5-9ea7-1501c34f53c3.png?v=1760258044,1,"",false,,,,rose-gold; yellow-gold; whte-gold,yellow-gold; rose-gold; white-gold,fine-jewelry,,halo,3; 3-5; 4-5; 5; 5-5; 6-5; 7; 7-5; 8; 8-5; 9; 9-5; 10; 10-5,female,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image1_c1a77061-5a1d-49c5-9ea7-1501c34f53c3.png?v=1760258044,g,,,active
halo-ring-round-no-side-diamonds,,,,,,,,,yellow-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image2_b19aa35d-6614-4e85-9ae9-439c8b0b450f.png?v=1760258045,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_1467dc7c-8512-45a7-bb93-c4984f1b20c7.png?v=1760258044,g,,,
halo-ring-round-no-side-diamonds,,,,,,,,,whte-gold,,,,,,,,,0.0,,deny,manual,1700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image3_1467dc7c-8512-45a7-bb93-c4984f1b20c7.png?v=1760258044,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_879fddc8-82f1-448c-865e-59bf04ae776a.png?v=1760258045,g,,,
halo-ring-round-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image4_55aceba5-adf0-4d86-a56d-128b3d34800c.png?v=1760258045,4,"",,,,,,,,,,,,,,,,
halo-ring-round-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image5_9444e0a2-b030-49b3-b983-5d00629cc8ee.png?v=1760258045,5,"",,,,,,,,,,,,,,,,
halo-ring-round-no-side-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/6122/8788/files/image6_879fddc8-82f1-448c-865e-59bf04ae776a.png?v=1760258045,6,"",,,,,,,,,,,,,,,,
